국가서지번호,출처기관제어번호,자료유형,표제와 책임표시사항,제목,부제목,저자,발행처,발행지역,발행지코드,내용유형,크기,가격,본문언어,분야
NBC202229801,KMO202306328,공공간행물,"기억을 담다, 김포를 담다 : 도서관 길 위의 인문학. Vol. 2, 모래모퉁이 마을, 사우동 / [편]: 김포시 시립도서관 ; 참가자: 김선숙, 박상주, 백승혜, 원성혜, 윤석선, 이규성","기억을 담다, 김포를 담다",도서관 길 위의 인문학,김선숙;박상주;백승혜;원성혜;윤석선;이규성;김포시.시립도서관,김포시 시립도서관,김해,ggk,text,24 cm,No data,kor,아시아
NBC202229801,KMO202301915,공공간행물,기억을 향한 기록 : 순직소방공무원 추모백서 / 소방청 [편],기억을 향한 기록,순직소방공무원 추모백서,소방청(KAB201900002),소방청,No data,sjk,text,27 cm,No data,kor,행정학
NBC202229801,T16672822,공공간행물,"기업활동 규제완화에 관한 특별조치법 (약칭 : 기업규제완화법) : 법령, 시행령, 시행규칙 / 법제처 국가법령정보센터 [편]",기업활동 규제완화에 관한 특별조치법 (약칭 : 기업규제완화법),"법령, 시행령, 시행규칙",법제처. 국가법령정보센터,해광출판사,부산,bnk,text,21 cm,15000,kor,"법률,법학"
NBC202229801,KMO202269461,공공간행물,기일 전 증거개시(pre-trial discovery)로 인한 국제적 사법마찰의 해결에 관한 연구 = Study on the resolution of international judicial friction arising from pre-trial discovery / 연구책임자: 김효정,기일 전 증거개시(pre-trial discovery)로 인한 국제적 사법마찰의 해결에 관한 연구,No data,김효정(KAC2020J7643),사법정책연구원,고양,gbk,text,26 cm,No data,kor,교육학
NBC202229801,KMO202316709,공공간행물,"기증유물 자료집 = List of donated collections. 1, 1978-2000 / 부산박물관 [편] ; 사진촬영: 김경덕, 김진철, 장천청",기증유물 자료집,No data,김경덕;김진철;장천청;부산박물관(KAB201500636),부산박물관,부산,bnk,text,27 cm,No data,kor,예술
NBC202229801,KMO202252072,공공간행물,기증의 시작 = The new beginning of donation : 광주시립미술관 개관 30주년 소장품 특별전 / 광주시립미술관 [편] ; 논고: 오병희 ; 번역: 유수연번역회사,기증의 시작,광주시립미술관 개관 30주년 소장품 특별전,오병희(KAC201607803);아트앤텍스트(KAB201902633);광주시립미술관(KAB201300017),광주시립미술관,광주,kjk,text,28 cm,No data,kor,예술
NBC202229801,KMO202255663,공공간행물,"기초 토양조사 매뉴얼 / 자료집필: 손연규, 고우리, 서병환, 조송래, 이단비, 현병근, 박현수",기초 토양조사 매뉴얼,No data,손연규(KAC201744137);고우리(KAC2018B6679);서병환;조송래;이단비;현병근;박현수,농촌진흥청 국립농업과학원 농업환경부 토양비료과,완주,jbk,text,26 cm,No data,kor,"농업,농학"
NBC202229801,KMO202254734,공공간행물,기획보고서 작성 : 2022 농업·농촌 미래를 주도할 핵심인력 양성 농촌진흥공무원교육교재 / 집필자: 이휴종,기획보고서 작성,2022 농업·농촌 미래를 주도할 핵심인력 양성 농촌진흥공무원교육교재,이휴종(KAC202008147),농촌인적자원개발센터,전주,jbk,text,26 cm,No data,kor,경제학
NBC202229802,KMO202230635,공공간행물,기획실무 : 2022 공통교재 / 대표집필: 박현경,기획실무,2022 공통교재,박현경,지방자치인재개발원 시·도공무원교육원,완주,jbk,text,26 cm,No data,kor,행정학
NBC202229802,KMO202308456,공공간행물,"기후 변화 대응 고효율 응집/침전 및 응집/부상 시스템 개발 최종보고서 : 글로벌탑 환경기술개발 사업 제6차 연도 최종보고서 / 총괄주관연구기관: 삼진정밀 ; 협동연구기관: 한양대학교 산학협력단, 단국대학교 산학협력단 ; 총괄주관연구개발기관책임자: 정호영 ; 협동연구개발기관책임자: 김종오, 독고석",기후 변화 대응 고효율 응집/침전 및 응집/부상 시스템 개발 최종보고서,글로벌탑 환경기술개발 사업 제6차 연도 최종보고서,정호영(KAC202201548);김종오(KAC201831428);독고석(KAC201512477);삼진정밀(KAB202216087);한양대학교.산학협력단(KAB201400292);단국대학교.산학협력단(KAB201500598),환경부 ;한국환경산업기술원,No data,jbk,text,26 cm,No data,kor,"농업,농학"
NBC202229802,KMO202255632,공공간행물,기후 위기와 산업·노동 전환 연구회 활동보고서 : 2021.7.27.~2022.2.22. / 경제사회노동위원회 [편],기후 위기와 산업·노동 전환 연구회 활동보고서,2021.7.27.~2022.2.22.,경제사회노동위원회(KAB202009223),경제사회노동위원회,No data,ulk,text,30 cm,No data,kor,"공학,공업일반,토목공학,환경공학"
NBC202229802,KMO202262587,공공간행물,"기후변화 2022 영향, 적응 및 취약성 : 정책결정자를 위한 요약본 / IPCC [편] ; 환경부 [역]","기후변화 2022 영향, 적응 및 취약성",정책결정자를 위한 요약본,Intergovernmental Panel on Climate Change(KAB202205537);환경부(KAB201300004),환경부,No data,sjk,text,30 cm,No data,kor,"공학,공업일반,토목공학,환경공학"
NBC202229802,KMO202250168,공공간행물,"기후변화 영향 예측 및 적응 : 2022 농업·농촌 미래를 주도할 핵심인력 양성 농촌진흥공무원교육교재 / 집필자: 정명표, 김명현, 최순군, 김광호, 최효원, 김대욱, 김혜란, 이희주, 조정건, 김용석",기후변화 영향 예측 및 적응,2022 농업·농촌 미래를 주도할 핵심인력 양성 농촌진흥공무원교육교재,정명표(KAC201722711);김명현(KAC201614481);최순군(KAC2018K9474);김광호;최효원(KAC201761923);김대욱(KAC201737518);김혜란(KAC202132712);이희주(KAC201610725);조정건(KAC2018I2019);김용석(KAC2018G7850),농촌인적자원개발센터,전주,jbk,text,26 cm,No data,kor,지학
NBC202229802,KMO202248118,공공간행물,"기후변화 적응 산림관리 전략 : 국외 사례를 중심으로 / 집필인: 김은숙, 박고은, 이기웅, 정종빈, 최원일, 임종환",기후변화 적응 산림관리 전략,국외 사례를 중심으로,김은숙(KAC201611583);박고은;이기웅;정종빈;최원일(KAC201764891);임종환(KAC201611585),국립산림과학원,서울,ulk,text,26 cm,No data,kor,"농업,농학"
NBC202229802,KMO202305340,공공간행물,"기후변화 학교 교육 지원을 위한 교재 및 프로그램 개발 / 연구책임자: 신동훈 ; 연구원: 권경필, 맹승호, 박재용, 이성희, 김소이, 이수아, 권혁재, 김수앙, 김어진, 김재희, 변성국, 송철영, 한승숙, 홍선옥, 김관영, 정재훈, 채유정, 김아림, 송동혁",기후변화 학교 교육 지원을 위한 교재 및 프로그램 개발,No data,신동훈(KAC2018B4458);권경필;맹승호(KAC201628229);박재용(KAC2018D0013);이성희(KAC2021E4029);김소이(KAC2021H2223);이수아(KAC201504400);권혁재;김수앙(KAC2020M5979);김어진;김재희;변성국;송철영;한승숙(KAC2022B1985);홍선옥;김관영;정재훈;채유정(KAC202233252);김아림;송동혁(KAC2021O1298),기상청,No data,ulk,text,30 cm,No data,kor,교육학
NBC202229802,KMO202229072,공공간행물,기후변화소송에 관한 비교법적 검토 / 연구책임자: 김선희,기후변화소송에 관한 비교법적 검토,No data,김선희,헌법재판소 헌법재판연구원,서울,ulk,text,26 cm,No data,kor,"공학,공업일반,토목공학,환경공학"
NBC202229802,KMO202260150,공공간행물,"기후위기 대비를 위한 낙동강유역 수자원 적응전략 개발 = Adaptation strategy of the Nakdong River watershed to respond to the climate crisis / 주관연구기관명: 서울대학교 산학협력단 ; 연구책임자: 황진환 ; 연구원: 최현일, 서용원, 서승범",기후위기 대비를 위한 낙동강유역 수자원 적응전략 개발,No data,황진환(KAC201221582);최현일(KAC201736130);서용원(KAC201721940);서승범;서울대학교.산학협력단(KAB201400176),낙동강유역물관리위원회,No data,gnk,text,30 cm,No data,kor,"공학,공업일반,토목공학,환경공학"
NBC202229802,KMO202248115,공공간행물,"기후위기 대응 탄소중립형 축산분야 정책방안 / 연구기관: 한국축산환경학회 ; 연구책임자: 이명규 ; 연구참여자: 윤영만, 성하균, 장민기, 김수량, 함권웅, 안상현, 박승현, 이수찬, 정지원",기후위기 대응 탄소중립형 축산분야 정책방안,No data,이명규(KAC201739236);윤영만;성하균(KAC201626417);장민기;김수량;함권웅;안상현;박승현;이수찬;정지원;한국축산환경학회,대통령직속 농어업·농어촌특별위원회,서울,ulk,text,25 cm,No data,kor,"농업,농학"
NBC202229803,KMO202316633,공공간행물,"기후위기 시대, 장마 표현 적절한가? : 2022년 한국기상학회 가을학술대회 특별세션 / 기상청, 국립기상과학원, 한국기상학회 [편]","기후위기 시대, 장마 표현 적절한가?",2022년 한국기상학회 가을학술대회 특별세션,기상청(KAB201400043);국립기상과학원(KAB201910153);한국기상학회(KAB201701074),기상청 ;국립기상과학원 ;한국기상학회,No data,tjk,text,30 cm,No data,kor,예술
NBC202229803,KMO202314993,공공간행물,"기후위기와 농어민 인권에 관한 실태조사 : 결과보고서 / 연구 담당: 김흥주, 김종철, 송원규, 신강협, 이현진, 정숙정, 진주, 하영진, 유다님",기후위기와 농어민 인권에 관한 실태조사,결과보고서,김흥주(KAC201211495);김종철;송원규;신강협;이현진;정숙정;진주;하영진;유다님,국가인권위원회,서울,ulk,text,30 cm,No data,kor,정치학
NBC202229803,KMO202266329,공공간행물,기후위기와 탄소중립 : 2022 학교관리자 학교환경교육 역량강화 연수 / 세종특별자치시교육청교육원 창의융합교육부 [편],기후위기와 탄소중립,2022 학교관리자 학교환경교육 역량강화 연수,세종특별자치시교육청교육원.창의융합교육부(KAB202216602),세종특별자치시교육청교육원 창의융합교육부,No data,sjk,text,30 cm,No data,kor,교육학
NBC202229803,T16170972,공공간행물,긴급구조대응계획. 2022년도 / 제주특별자치도 소방안전본부 [편],긴급구조대응계획,No data,제주특별자치도.소방안전본부,제주특별자치도,제주,jjk,text,26 cm,No data,kor,행정학
NBC202229803,KMO202261805,공공간행물,긴급방역용 식물 기반 아프리카 돼지열병(ASF) 단백질 백신 항원 뱅크 개발 : 가축질병대응기술개발사업 2021년도 최종보고서 / 주관연구기관명: 바이오앱 ; 주관연구책임자: 강향주,긴급방역용 식물 기반 아프리카 돼지열병(ASF) 단백질 백신 항원 뱅크 개발,가축질병대응기술개발사업 2021년도 최종보고서,강향주(KAC201857958);바이오앱(KAB202216645),농림축산식품부,No data,sjk,text,30 cm,No data,kor,"농업,농학"
NBC202229803,KMO202267998,공공간행물,김명선 의장 연설문집 : 제11대 충청남도의회 후반기 : 2020년 7월~2022년 6월 / 충청남도의회 [편],김명선 의장 연설문집,제11대 충청남도의회 후반기 :2020년 7월~2022년 6월,충청남도의회(KAB201912069),충청남도의회,예산,hck,text,27 cm,No data,kor,행정학
NBC202229803,KMO202243207,공공간행물,"김부겸 국무총리 연설문집 / 국무조정실, 국무총리비서실 [편]",김부겸 국무총리 연설문집,No data,국무조정실(KAB201400080);국무총리비서실(KAB201400021),국무조정실 국무총리비서실,No data,sjk,text,26 cm,No data,kor,행정학
NBC202229803,KMO202304977,공공간행물,"김순희 : 양주별산대놀이 : 흥 없이 추는 춤은 죽은 춤이라 / [편]: 국립무형유산원 ; 구술: 김순희 ; 조사·면담: 허용호 ; 사진: 서헌강, 김영광",김순희,양주별산대놀이 :흥 없이 추는 춤은 죽은 춤이라,김순희(KAC202300565);허용호(KAC201202389);서헌강;김영광;국립무형유산원(KAB201500051),국립무형유산원,전주,jbk,text,23 cm,No data,kor,"공연예술,매체예술"
NBC202229803,KMO202304960,공공간행물,"김옥균선생유허 종합정비계획수립 : 최종보고서 / 연구기관: 충청남도역사문화연구원 ; 연구책임: 김회정 ; 연구담당: 손오달 ; 연구참여: 김병완, 강유희, 김솔이 ; 외부연구진: 김기덕, 김윤희, 최호일, 이현완 ; 연구협력: 태양건축사사무소",김옥균선생유허 종합정비계획수립,최종보고서,김회정;손오달;김병완;강유희;김솔이;김기덕;김윤희;최호일;이현완;충청남도역사문화연구원(KAB201901950);태양건축사사무소,공주시 문화재과,No data,hck,text,30 cm,No data,kor,예술
NBC202229803,KMO202304973,공공간행물,김일만 : 옹기장 : 옹기장이가 살아온 거 뭐 있어? 나 가는 길만 가는 거지 / [편]: 국립무형유산원 ; 구술: 김일만 ; 조사·면담: 이한승 ; 사진: 최호식,김일만,옹기장 :옹기장이가 살아온 거 뭐 있어? 나 가는 길만 가는 거지,김일만(KAC202300547);이한승(KAC2020F5612);최호식;국립무형유산원(KAB201500051),국립무형유산원,전주,jbk,text,23 cm,No data,kor,화학공학
NBC202229804,KMO202235703,공공간행물,김정은 시기 북중관계와 북한의 대중(中)정책 : 2021-2021 / 이상숙 [저],김정은 시기 북중관계와 북한의 대중(中)정책,2021-2021,이상숙(KAC201200562),국립외교원 외교안보연구소,서울,ulk,text,24 cm,No data,kor,정치학
NBC202229804,KMO202304963,공공간행물,"김종서유허지 종합정비계획수립 : 최종보고서 / 연구기관: 충청남도역사문화연구원 ; 연구책임: 김회정 ; 연구담당: 손오달 ; 연구참여: 김병완, 강유희, 김솔이 ; 외부연구진: 김기덕, 김윤희, 최호일, 이현완 ; 연구협력: 태양건축사사무소",김종서유허지 종합정비계획수립,최종보고서,김회정;손오달;김병완;강유희;김솔이;김기덕;김윤희;최호일;이현완;충청남도역사문화연구원(KAB201901950);태양건축사사무소,공주시 문화재과,No data,hck,text,30 cm,No data,kor,예술
NBC202229804,KMO202250565,공공간행물,김천시의회 30년사: 1991-2021. 제1권 / 김천시의회 [편],김천시의회 30년사,1991-2021,김천시의회,김천시의회,김해,gbk,text,29 cm,No data,kor,행정학
NBC202229804,KMO202250565,공공간행물,김천시의회 30년사: 1991-2021. 제2권 / 김천시의회 [편],김천시의회 30년사,1991-2021,김천시의회,김천시의회,김해,gbk,text,29 cm,No data,kor,행정학
NBC202229804,KMO202239776,공공간행물,김치용 프로바이오틱스 개발 및 건강기능 김치 산업화 : 포스트게놈다부처유전체사업 2021년도 최종보고서 / 주관연구기관명: 충북대학교 산학협력단 ; 협동연구기관명: 한국식품연구원 부설 세계김치연구소 ; 참여기관명: 대상 ; 주관연구책임자: 한남수 ; 협동연구책임자: 이세희 ; 참여기관책임자: 류병희,김치용 프로바이오틱스 개발 및 건강기능 김치 산업화,포스트게놈다부처유전체사업 2021년도 최종보고서,한남수;이세희;류병희;충북대학교.산학협력단(KAB201500596);세계김치연구소(KAB201400205);대상(KAB201905474),농림축산식품부,No data,sjk,text,30 cm,No data,kor,화학공학
NBC202229804,KMO202266343,공공간행물,"김치원료 공급단지사업 기초연구조사 연구 / [연구기관]: 충남대학교 산학협력단 ; 연구책임자: 김성훈 ; 연구참여자: 노순응, 권재현, 김가을, 박선민",김치원료 공급단지사업 기초연구조사 연구,No data,김성훈(KAC201311141);노순응;권재현;김가을;박선민;충남대학교.산학협력단(KAB201500073),한국농수산식품유통공사,No data,jnk,text,26 cm,No data,kor,화학공학
NBC202229804,KMO202313983,공공간행물,"김해 봉황동 유적 출토 동물유체 분석보고서 / 집필: 이동희, 정찬우",김해 봉황동 유적 출토 동물유체 분석보고서,No data,이동희;정찬우,국립가야문화재연구소,창원,gnk,text,30 cm,No data,kor,아시아
NBC202229804,T16534295,공공간행물,"까레이치, 고려사람 = Каррейч, Корё capam Korean diaspora : 우즈베키스탄·카자흐스탄 수교 30주년 기념 고려인 사진 기증 특별전 / 국립민속박물관","까레이치, 고려사람",우즈베키스탄·카자흐스탄 수교 30주년 기념 고려인 사진 기증 특별전,국립민속박물관(150190);Saidov Ulmasbek Shavkat Ugli;Khairolla Gulzhanar;장통방;이 다리야,국립민속박물관,서울,ulk,text,26 cm,No data,kor,"풍습,예절,민속학"
NBC202229804,KMO202261773,공공간행물,"까레이치, 고려사람 = kopeйчы Корё сарам : 우즈베키스탄·카자흐스탄 수교 30주년 기념 고려인 사진 기증 특별전 / 국립민속박물관 [편]","까레이치, 고려사람",우즈베키스탄·카자흐스탄 수교 30주년 기념 고려인 사진 기증 특별전,국립민속박물관(KAB201400267),국립민속박물관,서울,ulk,text,26 cm,No data,kor,"사회학,사회문제"
NBC202229804,KMO202316710,공공간행물,"깨달은 수행자 나한 : Arhats as enlightened ascetics : an encounter between Arhats from the Jeolla and and Gangwon regions / 전라도와 강원도 나한의 만남 = 국립전주박물관 [편] ; 원고: 강삼혜, 박성원, 신광희, 이혜경, 진정환, 최선주",깨달은 수행자 나한,전라도와 강원도 나한의 만남,강삼혜;박성원;신광희;이혜경;진정환;최선주;국립전주박물관(KAB201500605),국립전주박물관,전주,jbk,text,28 cm,27000,kor,예술
NBC202229805,KMO202243448,공공간행물,"깻잎·아스파라거스의 전(全)주기적 수출 전략 모델 개발연구 : 농식품수출비즈니스전략모델구축사업 2022년도 최종보고서 / 주관연구기관명: 한경대학교 산학협력단 ; 협동연구기관명: 한경대학교 산학협력단, 연세대학교 원주산학협력단, 전남농업기술원 ; 주관연구책임자: 오소영 ; 협동연구책임자: 윤덕훈, 이윤석, 박민영",깻잎·아스파라거스의 전(全)주기적 수출 전략 모델 개발연구,농식품수출비즈니스전략모델구축사업 2022년도 최종보고서,오소영;윤덕훈;이윤석;박민영;한경대학교.산학협력단(KAB201900271);연세대학교.원주산학협력단(KAB201911219);전남농업기술원,농림축산식품부,No data,sjk,text,30 cm,No data,kor,"농업,농학"
NBC202229805,KMO202254865,공공간행물,"꼭꼭 숨어라 : 서울우리소리박물관 전래동요 / 음악감독 및 음악해설: 김정희 ; 편곡│사보: 박영금 ; 일러스트: 현숙희, 채승연, 혜영드로잉, 이탁근 ; 영문번역: 장기은",꼭꼭 숨어라,서울우리소리박물관 전래동요,김정희;박영금;현숙희;채승연;혜영드로잉;이탁근;장기은,서울우리소리박물관,서울,ulk,text,24 cm,No data,kor,음악
NBC202229805,KMO202310409,공공간행물,"꽃들은 참았던 숨을 한꺼번에 내쉰다 : 2022 대한민국예술원 문학분과 연간작품집 / 김남조, 유종호, 김우창, 황동규, 이근배, 김원일, 서정인, 한말숙, 김후란, 김화영, 김주연, 오세영, 정현종, 유안진, 정연희, 김주영, 오정희, 신달자, 윤흥길, 천양희, 전상국, 최동호, 오탁번, 권영민",꽃들은 참았던 숨을 한꺼번에 내쉰다,2022 대한민국예술원 문학분과 연간작품집,김남조(KAC201100863);유종호(KAC201106284);김우창(KAC201203607);황동규(KAC201200312);이근배(KAC201110611);김원일(KAC201107052);서정인(KAC201110794);한말숙(KAC200706545);김후란(KAC201110439);김화영(KAC201114808);김주연(KAC201222306);오세영(KAC201105702);정현종(KAC201207472);유안진(KAC201107850);정연희(KAC201756865);김주영(KAC201111114);오정희(KAC201008659);신달자(KAC201008628);윤흥길(KAC201102621);천양희(KAC201102378);전상국(KAC201008652);최동호(KAC201105713);오탁번(KAC201110723);권영민(KAC201214923),대한민국예술원,서울,ulk,text,20 cm,No data,kor,한국문학
NBC202229805,KMO202312783,공공간행물,꿈을 일구는 청년농업인 : 2022 청년농업인 우수사례집 / 농촌진흥청 청년농업인육성팀 [편],꿈을 일구는 청년농업인,2022 청년농업인 우수사례집,농촌진흥청.청년농업인육성팀,농촌진흥청 청년농업인육성팀,전주,jbk,text,24 cm,No data,kor,"농업,농학"
NBC202229805,KMO202239922,공공간행물,"꿈을 향한 체(體)인(人)지(知) 제11차 권역별 컨설팅 / 교육부, 서울특별시교육청, 한국교육과정평가원 [편]",꿈을 향한 체(體)인(人)지(知) 제11차 권역별 컨설팅,No data,교육부(KAB201400057);서울특별시교육청(KAB201500016);한국교육과정평가원(KAB201500391);꿈을 향한 체(體)인(人)지(知),교육부 ;서울특별시교육청 ;한국교육과정평가원,No data,tgk,text,26 cm,No data,kor,행정학
NBC202229805,KMO202239923,공공간행물,"꿈을 향한 체(體)인(人)지(知) 제12차 권역별 컨설팅 / 교육부, 서울특별시교육청, 한국교육과정평가원 [편]",꿈을 향한 체(體)인(人)지(知) 제12차 권역별 컨설팅,No data,교육부(KAB201400057);서울특별시교육청(KAB201500016);한국교육과정평가원(KAB201500391);꿈을 향한 체(體)인(人)지(知);제주),교육부 ;서울특별시교육청 ;한국교육과정평가원,No data,gak,text,30 cm,No data,kor,"공학,공업일반,토목공학,환경공학"
NBC202229805,KMO202260037,공공간행물,"꿈이 이루어지는 따듯한 행복도시, 김해 : 민선 제9대 김해시장직인수위원회 백서 / 민선 제9대 김해시장직인수위원회 [편]","꿈이 이루어지는 따듯한 행복도시, 김해",민선 제9대 김해시장직인수위원회 백서,민선 제9대 김해시장직인수위원회,민선 제9대 김해시장직인수위원회,No data,gnk,text,26 cm,No data,kor,행정학
NBC202229805,KMO202250109,공공간행물,나고야의정서 대비 표준화 수국잎열수추출물을 이용한 체지방감소 인체적용시험 및 산업화 : 유용농생명자원산업화 기술개발사업 2021년도 최종보고서 / 주관연구기관명: 코스맥스바이오 ; 협동연구기관명: 경희대학교 산학협력단 ; 참여기관명: 네오뉴트라 ; 주관연구책임자: 이선희 ; 협동연구책임자: 이경태 ; 참여기관책임자: 박상옥,나고야의정서 대비 표준화 수국잎열수추출물을 이용한 체지방감소 인체적용시험 및 산업화,유용농생명자원산업화 기술개발사업 2021년도 최종보고서,이선희;이경태;박상옥;코스맥스바이오;경희대학교.산학협력단(KAB201400323);네오뉴트라(KAB202203145),농림축산식품부,No data,sjk,text,30 cm,No data,kor,생활과학
NBC202229805,KMO202248913,공공간행물,"나너의 기억 = My your memory / [편]: 국립현대미술관 ; 사진: 홍철기 ; 번역: 콜린 모엣, 박명숙",나너의 기억,No data,홍철기;Mouat Colin;박명숙;국립현대미술관(KAB201400188),국립현대미술관,서울,ulk,text,27 cm,25000,kor,예술
NBC202229805,KMO202264284,공공간행물,"나노융합2030사업 / 주관연구기관명: 한국과학기술기획평가원 ; 내부연구진: 안병민, 김선재, 방형욱, 박지민",나노융합2030사업,No data,안병민(KAC201414168);김선재(KAC201872716);방형욱(KAC202063330);박지민;한국과학기술기획평가원(KAB201400361),과학기술정보통신부,No data,sjk,text,26 cm,No data,kor,"공학,공업일반,토목공학,환경공학"
NBC202229806,KMO202305618,공공간행물,나노융합기술이 적용된 미네랄 건강기능식품 인재양성 : 농식품기술융합 창의인재 양성사업 2022년도 최종보고서 / 주관연구기관명: 페라메드 ; 주관연구책임자: 김세일,나노융합기술이 적용된 미네랄 건강기능식품 인재양성,농식품기술융합 창의인재 양성사업 2022년도 최종보고서,김세일;페라메드,농림축산식품부,No data,sjk,text,30 cm,No data,kor,생활과학
NBC202229806,KMO202267390,공공간행물,"나는 외투기업에서 일한다. 2, Q&A로 살펴본 우수 외투기업 채용사례집 / KOTRA 외투기업채용지원팀 [편]",나는 외투기업에서 일한다,No data,KOTRA.외투기업채용지원팀,KOTRA 외투기업채용지원팀,서울,ulk,text,26 cm,No data,kor,경제학
NBC202229806,KMO202254882,공공간행물,"나라 밖 문화재의 여정 = Treasures of ours treasured by others journey of Korean cultural heritage / 원고: 신재근, 이승희, 주하나 ; 논고: 김경민 ; 외국어 번역: 장통방",나라 밖 문화재의 여정,No data,신재근;이승희;주하나;김경민;장통방(KAB202001180),국립고궁박물관,서울,ulk,text,23 cm,No data,kor,예술
NBC202229806,KMO202312828,공공간행물,나라사랑 통일 교육 과정 : 2022. 5. 31.(화) ~ 6. 3.(금) / 충청남도교육청교육연수원 [편],나라사랑 통일 교육 과정,2022. 5. 31.(화) ~ 6. 3.(금),충청남도교육연수원(KAB201500509),충청남도교육청교육연수원,공주,hck,text,26 cm,No data,kor,교육학
NBC202229806,KMO202316712,공공간행물,"나라와 백성을 지킨 옥천사의 스님들 / 김용태, 손성필, 이종수, 전영근, 오세덕 지음",나라와 백성을 지킨 옥천사의 스님들,No data,김용태;손성필;이종수;전영근;오세덕,국립진주박물관 ;옥천사성보박물관 ;성진광고기획,No data,tjk,text,30 cm,No data,kor,"공학,공업일반,토목공학,환경공학"
NBC202229806,KMO202305643,공공간행물,"나란히 앉아서 얘기를 시작했습니다 / 춘천시립도서관 산문 창작반, 김선아, 김선희, 김순득, 김은영, 박선혜, 박차숙, 변금옥, 안신영, 윤경미, 이숙만, 홍재현, 황현경 지음",나란히 앉아서 얘기를 시작했습니다,No data,김선아;김선희;김순득;김은영;박선혜;박차숙;변금옥(KAC202302257);안신영;윤경미;이숙만;홍재현;황현경;춘천시립도서관 산문 창작반,춘천시립도서관,No data,gak,text,23 cm,No data,kor,한국문학
NBC202229806,KMO202317142,공공간행물,"나랑 놀자! AI 교육 심화 : AI 교육 더 들어가기 : 국립특수교육원 S/W 교육 프로그램 교재 / 집필위원: 정웅, 김성경, 박서하, 안지훈, 이대송, 최광현 ; 연구협력관: 김선희",나랑 놀자! AI 교육 심화,AI 교육 더 들어가기 :국립특수교육원 S/W 교육 프로그램 교재,정웅;김성경;박서하;안지훈;이대송;최광현;김선희,국립특수교육원,아산,hck,text,26 cm,No data,kor,교육학
NBC202229806,KMO202317141,공공간행물,"나랑 놀자! 피지컬컴퓨팅 : 교과 융합 SW 교육 : 국립특수교육원 S/W 교육 프로그램 교재 / 집필위원: 김주향, 권기홍, 박서정, 전인희, 조혜림, 한은혜 ; 연구협력관: 김선희",나랑 놀자! 피지컬컴퓨팅,교과 융합 SW 교육 :국립특수교육원 S/W 교육 프로그램 교재,김주향;권기홍;박서정;전인희;조혜림;한은혜;김선희,국립특수교육원,아산,hck,text,26 cm,No data,kor,교육학
NBC202229806,KMO202240644,공공간행물,나사형 고추 품종개발 : golden seed 프로젝트사업 2단계 최종보고서 / 프로젝트연구기관명: 에코씨드 ; 세부프로젝트연구기관명: 에코씨드 ; 프로젝트연구책임자: 안정환 ; 세부프로젝트연구책임자: 안정환,나사형 고추 품종개발,golden seed 프로젝트사업 2단계 최종보고서,안정환;에코씨드,농림축산식품부,No data,sjk,text,30 cm,No data,kor,"농업,농학"
NBC202234001,CNTS-00128141445,공공간행물,"나사형 고추 품종개발 [전자자료] : Golden Seed 프로젝트사업 2단계 최종보고서  / 에코씨드, 에코씨드, 바이오통크랍사이언스, 안정환, 안정환, 박용주",나사형 고추 품종개발,Golden Seed 프로젝트사업 2단계 최종보고서 ,에코씨드;에코씨드;바이오통크랍사이언스;안정환;안정환;박용주,농림축산식품부,No data,sjk,text,No data,No data,kor,천문학
NBC202229806,KMO202314985,공공간행물,"나의 인생 2막 어촌 이야기. 9 / 해양수산부, 귀어귀촌종합센터 [편]",나의 인생 2막 어촌 이야기,No data,해양수산부(KAB201400077);귀어귀촌종합센터,해양수산부 ;귀어귀촌종합센터,No data,hck,text,30 cm,No data,kor,교육학
NBC202229807,KMO202305013,공공간행물,나의 초록 스웨터 : 2022년 국립어린이청소년도서관 책 읽기 활용 도움자료 / 엄혜숙 글 ; 권문희 그림,나의 초록 스웨터,2022년 국립어린이청소년도서관 책 읽기 활용 도움자료,엄혜숙(KAC201206300);권문희(KAC201226198),국립어린이청소년도서관,서울,ulk,text,52 cm,No data,kor,한국문학
NBC202229807,KMO202305042,공공간행물,"나의 초록 스웨터 : 독서활동 매뉴얼 : 2022 국립어린이청소년도서관 책 읽기 활용 도움자료 / 책임개발: 오선경 ; 공동개발: 김두심, 이정은",나의 초록 스웨터,독서활동 매뉴얼 :2022 국립어린이청소년도서관 책 읽기 활용 도움자료,오선경;김두심;이정은,국립어린이청소년도서관,서울,ulk,text,30 cm,No data,kor,문헌정보학
NBC202229807,KMO202302462,공공간행물,"나이스 개별화교육계획 작성 및 운영지원 자료 개발 연구 / 연구책임자: 박병숙 ; 공동연구자: 박나리, 김지수, 심은정, 박애경, 한승희, 박경은 ; 연구협력관: 김석진, 송지아",나이스 개별화교육계획 작성 및 운영지원 자료 개발 연구,No data,박병숙(KAC2018B3284);박나리;김지수(KAC2018P5542);심은정;박애경;한승희;박경은;김석진(KAC201427364);송지아,국립특수교육원,아산,hck,text,26 cm,No data,kor,교육학
